Token,Item Name,Customer-facing Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Preselect First Variation,Option Name 1,Option Value 1,Enabled CornerCAD,Current Quantity CornerCAD,New Quantity CornerCAD,Stock Alert Enabled CornerCAD,Stock Alert Count CornerCAD,Price CornerCAD,"Enabled Unique Creations by Lisa C, LLC","Current Quantity Unique Creations by Lisa C, LLC","New Quantity Unique Creations by Lisa C, LLC","Stock Alert Enabled Unique Creations by Lisa C, LLC","Stock Alert Count Unique Creations by Lisa C, LLC","Price Unique Creations by Lisa C, LLC",Modifier Set - Customize your fidget,Modifier Set - Flag Earrings,Modifier Set - Fruit Earrings,Modifier Set - Mobius Fidgets,Modifier Set - Scale Mail,Modifier Set - Select your custom colors
GEO2RLZLOHPVAXDER6ITSCU3,Full Persian Bracelet,,7 inches,UCL-BRA-0009-7IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
SGFTBCD6OD6MQEGY7MNZQ4XI,Full Persian Bracelet,,7.5 inches,UCL-BRA-0009-75IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
AK3HDHFCIITBLFT2KYBLHOOX,Full Persian Bracelet,,8 inches,UCL-BRA-0009-8IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
33H2JARA4A4E23N2ZQDFJ7L5,Full Persian Bracelet,,8.5 inches,UCL-BRA-0009-85IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
3L2YZYYOQIPCZH2OBJG3XUP2,Full Persian Bracelet,,9 inches,UCL-BRA-0009-9IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,9 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
27LX6F4M7NZOFB35H7IV3ILK,Full Persian Bracelet,,9.5 inches,UCL-BRA-0009-95IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,9.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
RLEMU4GKFNBWMTPB5ECCXJ4R,Full Persian Bracelet,,10 inches,UCL-BRA-0009-10IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,10 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
GKDYEJWIPRQCSZGC5KUKYY5Q,Full Persian Bracelet,,Mardi Gras Love,UCL-BRA-0009-MAGR,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,Mardi Gras Love,N,,,,,,Y,,,,,,N,N,N,N,N,Y
Q5U2WRBTKFTPFGS5LTYWUSZD,Full Persian Bracelet,,Feeling Peachy Blue,UCL-BRA-0009-FEPE,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,Feeling Peachy Blue,N,,,,,,Y,,,,,,N,N,N,N,N,Y
HW6WVGZR3HTZWFTHIF4FPGHN,Full Persian Bracelet,,Green/Gold,UCL-BRA-0009-GRGO,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,Green/Gold,N,,,,,,Y,,,,,,N,N,N,N,N,Y
MVA27XBDSTCSTLY74ZGRKKRQ,GSG - Great Southern Gathering,,Regular,UCL-CHM-0002,"The GSG (Great Southern Gathering) is a premium-quality chainmaille ring style, known for its precise design and versatility in creating intricate chainmaille patterns. Ideal for crafting unique jewelry and decorative pieces.",Charms,Charms,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
BKMG7BRVVSM7WLFDULW3C6XH,Gemstone Braclet,,Regular,UCL-BRA-0010,,Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
GT4DJGDGGOLFBUR6PLQS2QQJ,Gemstone Earrings,,Regular,UCL-EAR-0012,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
WHPGNUQSH52LH3ECR2RLBKDF,Gemstone Egg,,Small,UCL-FIG-0003-SMAL,,3D Printed,3D Printed,,,,,hidden,Physical good,,,,Y,,,Y,10.00,,Y,,N,,N,Y,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
A3UUKNUCD2UKJIV3CNPO4PHC,Gemstone Egg,,Medium,UCL-FIG-0003-MEDI,,3D Printed,3D Printed,,,,,hidden,Physical good,,,,,,,,15.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
HZTDD7ZBJOGE6XAC5PKPOQYY,Gemstone Egg,,Large,UCL-FIG-0003-LARG,,3D Printed,3D Printed,,,,,hidden,Physical good,,,,,,,,25.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
IZM4A35HY4OZBZLSFW4DARKR,Gemstone Egg,,ExtraLarge,UCL-FIG-0003-EXTR,,3D Printed,3D Printed,,,,,hidden,Physical good,,,,,,,,35.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
SWD2TOFI4H2CAR2SPYDGAKAD,Gemstone Heart,,Small,UCL-GEM-0002-SMAL,"Indulge in the beauty of our exquisite Gemstone Heart collection! Each heart-shaped design showcases a unique variety of handcrafted gemstones, radiating quality and charm. Elevate your style with these stunning gemstone hearts today!",Gemstones,Gemstones,,,,,hidden,Physical good,,,,Y,,,Y,10.00,,Y,,N,,N,Y,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
DIT5VI6ABRBCPCHL3FDFAU5M,Gemstone Heart,,Large 3”,UCL-GEM-0002-LA3,,Gemstones,Gemstones,,,,,hidden,Physical good,,,,,,,,30.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
N2PNMHWTPSVEHW7UIFCTJZ3D,Gemstone Heart,,X-Large,UCL-GEM-0002-XLA,,Gemstones,Gemstones,,,,,hidden,Physical good,,,,,,,,40.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
NOYJ7AOD4ESJPI57OU3EDGVP,Gemstone Heart,,Medium,UCL-GEM-0002-MEDI,,Gemstones,Gemstones,,,,,hidden,Physical good,,,,,,,,25.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
UPYBXZHUEHTQAQVJ5RUNOB6V,Gemstone Set,,Regular,UCL-GEM-0003,,Gemstones,Gemstones,,,,,visible,Physical good,,,,Y,,,Y,50.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7NPH7YUUHCKID47QEWYFNLJJ,Glass Pendants,,Regular,UCL-PEN-0003,,Pendants,Pendants,,,,,hidden,Physical good,,,,Y,,,Y,15.00,,Y,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7CBL4Z3NHPNYNJ5W3GQZBB5A,Half Persian 4-1 Bracelet,,6 inches,UCL-BRA-0011-6IN,"Half Persian 4-1 bracelets feature an intricate, interwoven design crafted from durable materials for long-lasting wear. With an adjustable fit, they offer both style and comfort for any occasion.

Colorful Half Persian 4-1 Chainmail Bracelet created from your choice of 2 colors from anodized aluminum making it lightweight as well as beautiful!

Details
• Hypoallergenic, anodized and bright aluminum
• Will not tarnish
• Perfect for 24/7 wear
• Super lightweight yet sturdy
• Variety of sizes to fit everyone.

* For best fitting results, please measure your wrist or ankle and add 1/2"".

WHY ALUMINUM?
Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.",Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,Size,6 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
Q6M3Q6QT2NF7YFNW7MOSE5DA,Half Persian 4-1 Bracelet,,6.5 inches,UCL-BRA-0011-65IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,6.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
QX5E5MYC3TSRUIPT4PVOUKLP,Half Persian 4-1 Bracelet,,7 inches,UCL-BRA-0011-7IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
QCISTA4HPU7J5E2OS44M2NF7,Half Persian 4-1 Bracelet,,7.5 inches,UCL-BRA-0011-75IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
Z77P4CKA4F5OXLX7GCZTKQE4,Half Persian 4-1 Bracelet,,8 inches,UCL-BRA-0011-8IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
Z6ROTRDWNOZSRAG7SLLMQ5VK,Half Persian 4-1 Bracelet,,8.5 inches,UCL-BRA-0011-85IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
S5NOA3VCJ2GU4WCVCTD2AON3,Half Persian 4-1 Bracelet,,9 inches,UCL-BRA-0011-9IN,,Bracelets,Bracelets,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,9 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
YCJ4RNOBJDCXZD5G3LYLYOEH,Heart Keychains,,Regular,UCL-KEY-0002,,Keychains,Keychains,,,,,visible,Physical good,,,,Y,N,N,Y,10.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
4ZR4SXEQSJKUQOPYWSDGYHUB,Helm,,Regular,UCL-CHN-0002,"This helm features a unique design inspired by Celtic heritage, combining historical authenticity with intricate craftsmanship. An ideal piece for collectors or enthusiasts of ancient armor styles.",Chainmail,Chainmail,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
YZ3QVKBW7OOBNOYUO7ICXGEK,Honeycomb Vase,,,CAD-VAS-0001,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,,Y,12.00,,N,,N,,N,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
OYLJUPLIMH5FHHLHAKK454CI,Kitty earings,,Regular,UCL-EAR-0013,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
56QDZIWGNKKEPJDQBUCA546F,Lattice Vase,,,CAD-VAS-0002,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,,Y,42.00,,N,,,,,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
AFDAJ7EDZE64KFWJMVBJOJA2,Leather Bracelets,,Regular,UCL-BRA-0012,"These leather bracelets are crafted from genuine leather, offering both durability and a sleek, stylish design. The adjustable fit ensures comfort and versatility, making them suitable for various wrist sizes. Perfect for everyday wear or special occasions, these bracelets add a touch of sophistication to any outfit.",Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,,,Y,15.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
QLB74P5BEBOOF6CSRJ2FCYM3,Love Earrings,,Regular,UCL-EAR-0014,"These heart-shaped Love Earrings feature a timeless design crafted from durable materials, ensuring long-lasting wear. Their versatile style makes them suitable for both everyday use and special occasions.<br/><br/><br/><strong>Details</strong><br/>• Hypoallergenic, anodized and bright aluminum<br/>• Will not tarnish<br/>• Perfect for 24/7 wear<br/>• Super lightweight yet sturdy<br/>• Variety of sizes to fit everyone.<br/><br/><br/>* For best fitting results, please measure your wrist or ankle and add 1/2&#34;.<br/><br/><br/>WHY ALUMINUM?<br/>Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.<br/>",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
KEOHSC2FYPRR7IXMI4Q6OW5A,Misc earrings,,Regular,UCL-EAR-0015,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,10.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
SCLB4DHC2ULXTO6RNXSPC6JB,Mobius Fidget,,Custom,UCL-FDG-0001-CUST,"Mobius fidget toys are made from anodized aluminum. They are a delightfully satisfying stress and fidget toy with a wonderful ""slink"" sound as you play with it.",3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
B3ICCQZEQL3QRIONVQJNA2G2,Mobius Fidget,,Black/Gold,UCL-FDG-0001-BLGO,,3D Printed,3D Printed,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
5Y4KOTVCXIFI2EYUUNBD2C3I,Mobius Fidget,,Green/Teal/Black,UCL-FDG-0001-GRTE,,3D Printed,3D Printed,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
CWZ32AWD5CHPHOUSETT3GU6K,Mobius Fidget,,Pink/Gold/New Penny,UCL-FDG-0001-PIGO,,3D Printed,3D Printed,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
SBY5RC4ZZH37OY55J4TH54BP,Mobius Fidget,,Silver/Purple/Gold,UCL-FDG-0001-SIPU,,3D Printed,3D Printed,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
SYSJWP22EI2K3VHGGJBGJ724,Mobius Fidget,,Purple/Gold/New Penny,UCL-FDG-0001-PUGO,,3D Printed,3D Printed,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
LYNHKDIV2ZX7JIWBSLNMNEIO,Pendants,,Regular,UCL-PEN-0004,,Pendants,Pendants,,,,,visible,Physical good,,,,Y,N,N,Y,5.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
AROQUYRJ327DFFXCBX7HYFGE,Penguin earrings,,Regular,UCL-EAR-0016,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
KYTRFGSXDYWEFGAX5TLIGSDV,Poinsettia Earrings,,Red Poinsettia's,UCL-EAR-0017-REPO,"Celebrate the season with these handcrafted Poinsettia Earrings, featuring intricate details and a festive design. A versatile accessory perfect for holiday events or adding a touch of seasonal charm to your everyday look.",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7LFJ5YV5BFCM2QULBMGFSHQU,Poinsettia Earrings,,White Poinsettia's,UCL-EAR-0017-WHPO,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
54Z4WKVYSONDSEGQW7F3H5WD,Resin,,Regular,UCL-GEM-0004,,Gemstones,Gemstones,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
KQTJGCM65MBMKENVGFD43RC2,Resin Necklaces,,Regular,UCL-NEC-0003,,Necklaces,Necklaces,,,,,unavailable,Physical good,,,,Y,,,Y,10.00,,Y,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
MCHSWBFN5ZW444ZYO5TSYDR7,Ribbed Planter Large,,,UCL-PLA-0001,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,,Y,26.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
R2O4RF7UGJA3FVVQSTARK7XJ,Ring stainless,,Regular,UCL-RNG-0001,"Crafted from durable stainless steel, this ring combines strength with a timeless design. Its sleek and versatile style makes it suitable for both casual and formal occasions. A perfect accessory for everyday wear, this stainless steel ring offers lasting quality and classic appeal.",Rings,Rings,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
UIY6JO6H5O4J27AI7HTMO3WB,Shaggy Loops Earring,,Silver/Multi-Colored,UCL-EAR-0018-SIMU,"Elevate your style with the Shaggy Loops Earring - a unique design that offers versatile styling options and lightweight comfort. Perfect for adding a festive touch to any outfit, these earrings are a must-have accessory for those who love to stand out!",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,10.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
KBVR7VBTR3W3327CAMXPZVZK,Shaggy Loops Earring,,Black/Teal,UCL-EAR-0018-BLTE,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,10.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
EG7CMSYEVBQMRYE6LXU3EQFD,Shaggy Loops Earring,,Red/Gold,UCL-EAR-0018-REGO,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,10.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
BXFHBWHODWWRI24Z2NOLE3WW,Shaggy Loops Earring,,Silver/Black/Red,UCL-EAR-0018-SIBL,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,10.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
D3M25N3Q7FY5GRHPD6YI4352,Shaggy Loops Earring,,Custom,UCL-EAR-0018-CUST,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
3EM7FLV7FHGU6TMRGPZQ7PNH,Shaggy With Beads,,Regular,UCL-CHN-0003,,Chainmail,Chainmail,,,,,visible,Physical good,,,,Y,,,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
ZSALCAIJZN4FCJX2MA3W7DLE,Shaggy With Beads Earrings,,Regular,UCL-EAR-0019,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
W2MNWYND6PA2NQFFEIYMSEQR,Short Sweet Pea Earring,,Black & Red,UCL-EAR-0020-BLRE,"The Sweet Pea chainmail weave is named for its distinct, pea-like shape. This design is has a unique delicate, flowing chainmail pattern adding a touch of elegance to your everyday look.

Details
• Hypoallergenic, anodized and bright aluminum
• Will not tarnish
• Perfect for 24/7 wear
• Super lightweight yet sturdy
• Variety of sizes to fit everyone.

* For best fitting results, please measure your wrist or ankle and add 1/2"".

WHY ALUMINUM?
Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.

CARING FOR YOUR ITEM:
The easiest way to clean your chainmail item is to soak it in warm water and blue Dawn dish soap. Let it sit for a few minutes, swish it around a little and clean it with a toothbrush or soft cloth if extra detailing is needed. Pat dry with a soft cloth and should be just like new!",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
HKQNQAEGSIDOTP7SVNZMMHDL,Short Sweet Pea Earring,,Orange & Blue,UCL-EAR-0020-ORBL,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
U7W5RMLDIKK4COSYKFQIFR6U,Silk Lattice Vase,,Gold,CAD-VAS-0003-GOLD,,Prints,Prints,,,,,visible,Physical good,,,,Y,,,Y,42.00,,N,,N,,N,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
YMK2LY537VGPV7ET4ZFBBLLD,Silk Lattice Vase,,Copper,CAD-VAS-0003-COPP,,Prints,Prints,,,,,visible,Physical good,,,,,,,,45.00,,N,,,,N,,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
GGHE5ABHE7VRZ44RYPVVRZZX,Silver Snowflake Earring,,Silver/Light Blue,UCL-EAR-0021-SILI,"<p>Add a touch of elegance to your look with our stunning Silver Snowflake Earring. The sparkling snowflake design makes it a versatile accessory that will effortlessly elevate any outfit. Don&#39;t miss out on this exquisite piece - get your Silver Snowflake Earring today!</p><p><br/></p><p><strong>Details</strong></p><p>• Hypoallergenic, anodized and bright aluminum</p><p>• Will not tarnish</p><p>• Perfect for 24/7 wear</p><p>• Super lightweight yet sturdy</p><p>• Variety of sizes to fit everyone.</p><p><br/></p><p>* For best fitting results, please measure your wrist or ankle and add 1/2&#34;.</p><p><br/></p><p>WHY ALUMINUM?</p><p>Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.</p><p><br/></p><p>CARING FOR YOUR ITEM:</p><p>The easiest way to clean your chainmail item is to soak it in warm water and blue Dawn dish soap. Let it sit for a few minutes, swish it around a little and clean it with a toothbrush or soft cloth if extra detailing is needed. Pat dry with a soft cloth and should be just like new!</p>",Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,Y,Y,35.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
IIWLU2ULFYNDG3SSXWARIXKD,Silver Snowflake Earring,,Custom,UCL-EAR-0021-CUST,,Earrings,Earrings,,,,,visible,Physical good,,,,,,,,35.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
2VQBKAOPNUDSMSYYQ23JS23O,Silver feather earrings,,Regular,UCL-EAR-0022,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
RJXCRICRF5HW4X5R7U4I3D76,Spooky Cuties,,Regular,UCL-FIG-0004,"Spooky Cuties feature adorable designs with unique characters that blend a spooky aesthetic with floral elements. Perfect as collectible items, they add charm and personality to any collection.",3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,N,Y,Y,25.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
HYCNRC4WFDQB3ZDDT4DJ34PW,Stainless Steel Rings,,Regular,UCL-RNG-0002,,Rings,Rings,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
M5VMAGE4L2URBSWTBFTCUZ4A,Stone Ball,,Medium,UCL-GEM-0005-MEDI,,Gemstones,Gemstones,,,,,hidden,Physical good,,,,Y,,,Y,20.00,,Y,,N,,N,Y,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
R4YEYUI2GU45ZXJAV5TZ4YOZ,Stone Ball,,Small,UCL-GEM-0005-SMAL,,Gemstones,Gemstones,,,,,hidden,Physical good,,,,,,,,15.00,,Y,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7E4RHJBXY2QG7SH5ZCJQBIPX,Stone Ball,,Large,UCL-GEM-0005-LARG,,Gemstones,Gemstones,,,,,hidden,Physical good,,,,,,,,30.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
UKKYMLVOS3635GGZW2YHKD5U,Stone Ball,,Extra Large,UCL-GEM-0005-EXLA,,Gemstones,Gemstones,,,,,hidden,Physical good,,,,,,,,40.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
PI6XQ3NA5R2BFHH2ZM5RAVA7,Stone earrings,,Regular,UCL-EAR-0023,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,,,Y,15.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7ELIOVIKOQEZJO2XUN3RCBRK,Wall Clock,,,CAD-CLK-0003,,3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,,,Y,22.50,,N,,N,,N,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
SP23C4Q76MCWU5K6437ZDXEF,Watermelon Earrings,,Regular,UCL-EAR-0024,,Earrings,Earrings,,,,,visible,Physical good,,,,Y,N,N,Y,10.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
XX6HSYBIL4TDKEW26P7ZPTTH,bat necklace,,Regular,UCL-NEC-0004,,Necklaces,Necklaces,,,,,visible,Physical good,,,,Y,,,Y,10.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
OHNABA3ILEW6MOWDOLOPFLHE,egg,,Regular,CAD-FIG-0002,,3D Printed,3D Printed,,,,,visible,Physical good,,,,Y,,,Y,8.00,,N,,N,,N,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
TS6TSCEPIRZ7QLOWAKX3F5TB,watermelon bracelet,,Regular,UCL-BRA-0013,,Bracelets,Bracelets,,,,,visible,Physical good,,,,Y,N,N,Y,5.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
,Alvor Vase,,Regular,CAD-VAS-0004,A sculptural vase with an all-over patterned surface — at home holding dry flowers or standing alone as a display piece. 3D printed to order in your choice of colour. Designed by h3li0.,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,45.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Apex Vase,,Regular,CAD-VAS-0005,A contemporary vase with polygonal facets and a ribbed surface texture that catches light across every plane. 3D printed to order in your choice of colour. Designed by h3li0.,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,45.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Evora Vase,,Regular,CAD-VAS-0006,A classic silhouette with a modern textural surface — an elegant piece that complements a room rather than competing with it. 3D printed to order in your choice of colour. Designed by h3li0.,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,45.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Romeu Vase,,Regular,CAD-VAS-0007,"A sculptural, flowing vase for a contemporary space, equally good standing alone or holding dry flowers. Substantial in the hand — the geometry uses a lot of material, giving it real weight. 3D printed to order in your choice of colour. Designed by h3li0.",Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,45.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
