Token,Item Name,Customer-facing Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Preselect First Variation,Option Name 1,Option Value 1,Enabled CornerCAD,Current Quantity CornerCAD,New Quantity CornerCAD,Stock Alert Enabled CornerCAD,Stock Alert Count CornerCAD,Price CornerCAD,"Enabled Unique Creations by Lisa C, LLC","Current Quantity Unique Creations by Lisa C, LLC","New Quantity Unique Creations by Lisa C, LLC","Stock Alert Enabled Unique Creations by Lisa C, LLC","Stock Alert Count Unique Creations by Lisa C, LLC","Price Unique Creations by Lisa C, LLC",Modifier Set - Customize your fidget,Modifier Set - Flag Earrings,Modifier Set - Fruit Earrings,Modifier Set - Mobius Fidgets,Modifier Set - Scale Mail,Modifier Set - Select your custom colors
A3UUKNUCD2UKJIV3CNPO4PHC,Gemstone Egg,,Medium,,,,,,,,,hidden,Physical good,,,,,,,,15.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
HZTDD7ZBJOGE6XAC5PKPOQYY,Gemstone Egg,,Large,,,,,,,,,hidden,Physical good,,,,,,,,25.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
IZM4A35HY4OZBZLSFW4DARKR,Gemstone Egg,,ExtraLarge,,,,,,,,,hidden,Physical good,,,,,,,,35.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
SWD2TOFI4H2CAR2SPYDGAKAD,Gemstone Heart,,Small,,"Indulge in the beauty of our exquisite Gemstone Heart collection! Each heart-shaped design showcases a unique variety of handcrafted gemstones, radiating quality and charm. Elevate your style with these stunning gemstone hearts today!",,,,,,,hidden,Physical good,,,,Y,,,Y,10.00,,Y,,N,,N,Y,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
DIT5VI6ABRBCPCHL3FDFAU5M,Gemstone Heart,,Large 3”,,,,,,,,,hidden,Physical good,,,,,,,,30.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
N2PNMHWTPSVEHW7UIFCTJZ3D,Gemstone Heart,,X-Large,,,,,,,,,hidden,Physical good,,,,,,,,40.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
NOYJ7AOD4ESJPI57OU3EDGVP,Gemstone Heart,,Medium,,,,,,,,,hidden,Physical good,,,,,,,,25.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
UPYBXZHUEHTQAQVJ5RUNOB6V,Gemstone Set,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,50.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7NPH7YUUHCKID47QEWYFNLJJ,Glass Pendants,,Regular,,,,,,,,,hidden,Physical good,,,,Y,,,Y,15.00,,Y,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7CBL4Z3NHPNYNJ5W3GQZBB5A,Half Persian 4-1 Bracelet,,6 inches,,"Half Persian 4-1 bracelets feature an intricate, interwoven design crafted from durable materials for long-lasting wear. With an adjustable fit, they offer both style and comfort for any occasion.

Colorful Half Persian 4-1 Chainmail Bracelet created from your choice of 2 colors from anodized aluminum making it lightweight as well as beautiful!

Details
• Hypoallergenic, anodized and bright aluminum
• Will not tarnish
• Perfect for 24/7 wear
• Super lightweight yet sturdy
• Variety of sizes to fit everyone.

* For best fitting results, please measure your wrist or ankle and add 1/2"".

WHY ALUMINUM?
Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.",,,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,Size,6 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
Q6M3Q6QT2NF7YFNW7MOSE5DA,Half Persian 4-1 Bracelet,,6.5 inches,,,,,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,6.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
QX5E5MYC3TSRUIPT4PVOUKLP,Half Persian 4-1 Bracelet,,7 inches,,,,,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
QCISTA4HPU7J5E2OS44M2NF7,Half Persian 4-1 Bracelet,,7.5 inches,,,,,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,7.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
Z77P4CKA4F5OXLX7GCZTKQE4,Half Persian 4-1 Bracelet,,8 inches,,,,,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
Z6ROTRDWNOZSRAG7SLLMQ5VK,Half Persian 4-1 Bracelet,,8.5 inches,,,,,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,8.5 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
S5NOA3VCJ2GU4WCVCTD2AON3,Half Persian 4-1 Bracelet,,9 inches,,,,,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,Size,9 inches,N,,,,,,Y,,,,,,N,N,N,N,N,Y
YCJ4RNOBJDCXZD5G3LYLYOEH,Heart Keychains,,Regular,,,,,,,,,visible,Physical good,,,,Y,N,N,Y,10.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
4ZR4SXEQSJKUQOPYWSDGYHUB,Helm,,Regular,,"This helm features a unique design inspired by Celtic heritage, combining historical authenticity with intricate craftsmanship. An ideal piece for collectors or enthusiasts of ancient armor styles.",,,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
YZ3QVKBW7OOBNOYUO7ICXGEK,Honeycomb Vase,,,,,,,,,,,visible,Physical good,,,,Y,,,Y,12.00,,N,,N,,N,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
OYLJUPLIMH5FHHLHAKK454CI,Kitty earings,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
56QDZIWGNKKEPJDQBUCA546F,Lattice Vase,,,,,,,,,,,visible,Physical good,,,,Y,,,Y,42.00,,N,,,,,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
AFDAJ7EDZE64KFWJMVBJOJA2,Leather Bracelets,,Regular,,"These leather bracelets are crafted from genuine leather, offering both durability and a sleek, stylish design. The adjustable fit ensures comfort and versatility, making them suitable for various wrist sizes. Perfect for everyday wear or special occasions, these bracelets add a touch of sophistication to any outfit.",,,,,,,visible,Physical good,,,,Y,,,Y,15.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
QLB74P5BEBOOF6CSRJ2FCYM3,Love Earrings,,Regular,,"These heart-shaped Love Earrings feature a timeless design crafted from durable materials, ensuring long-lasting wear. Their versatile style makes them suitable for both everyday use and special occasions.<br/><br/><br/><strong>Details</strong><br/>• Hypoallergenic, anodized and bright aluminum<br/>• Will not tarnish<br/>• Perfect for 24/7 wear<br/>• Super lightweight yet sturdy<br/>• Variety of sizes to fit everyone.<br/><br/><br/>* For best fitting results, please measure your wrist or ankle and add 1/2&#34;.<br/><br/><br/>WHY ALUMINUM?<br/>Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.<br/>",,,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,Y,,,,,,Y,,,,,,N,N,N,N,N,Y
KEOHSC2FYPRR7IXMI4Q6OW5A,Misc earrings,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,10.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
SCLB4DHC2ULXTO6RNXSPC6JB,Mobius Fidget,,Custom,,"Mobius fidget toys are made from anodized aluminum. They are a delightfully satisfying stress and fidget toy with a wonderful ""slink"" sound as you play with it.",,,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
B3ICCQZEQL3QRIONVQJNA2G2,Mobius Fidget,,Black/Gold,,,,,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
5Y4KOTVCXIFI2EYUUNBD2C3I,Mobius Fidget,,Green/Teal/Black,,,,,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
CWZ32AWD5CHPHOUSETT3GU6K,Mobius Fidget,,Pink/Gold/New Penny,,,,,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
SBY5RC4ZZH37OY55J4TH54BP,Mobius Fidget,,Silver/Purple/Gold,,,,,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
SYSJWP22EI2K3VHGGJBGJ724,Mobius Fidget,,Purple/Gold/New Penny,,,,,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,Y,N,N,N,N,N
LYNHKDIV2ZX7JIWBSLNMNEIO,Pendants,,Regular,,,,,,,,,visible,Physical good,,,,Y,N,N,Y,5.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
AROQUYRJ327DFFXCBX7HYFGE,Penguin earrings,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
KYTRFGSXDYWEFGAX5TLIGSDV,Poinsettia Earrings,,Red Poinsettia's,,"Celebrate the season with these handcrafted Poinsettia Earrings, featuring intricate details and a festive design. A versatile accessory perfect for holiday events or adding a touch of seasonal charm to your everyday look.",,,,,,,visible,Physical good,,,,Y,N,Y,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7LFJ5YV5BFCM2QULBMGFSHQU,Poinsettia Earrings,,White Poinsettia's,,,,,,,,,visible,Physical good,,,,,,,,30.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
54Z4WKVYSONDSEGQW7F3H5WD,Resin,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
KQTJGCM65MBMKENVGFD43RC2,Resin Necklaces,,Regular,,,,,,,,,unavailable,Physical good,,,,Y,,,Y,10.00,,Y,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
MCHSWBFN5ZW444ZYO5TSYDR7,Ribbed Planter Large,,,,,,,,,,,visible,Physical good,,,,Y,,,Y,26.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
R2O4RF7UGJA3FVVQSTARK7XJ,Ring stainless,,Regular,,"Crafted from durable stainless steel, this ring combines strength with a timeless design. Its sleek and versatile style makes it suitable for both casual and formal occasions. A perfect accessory for everyday wear, this stainless steel ring offers lasting quality and classic appeal.",,,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
UIY6JO6H5O4J27AI7HTMO3WB,Shaggy Loops Earring,,Silver/Multi-Colored,,"Elevate your style with the Shaggy Loops Earring - a unique design that offers versatile styling options and lightweight comfort. Perfect for adding a festive touch to any outfit, these earrings are a must-have accessory for those who love to stand out!",,,,,,,visible,Physical good,,,,Y,N,Y,Y,10.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
KBVR7VBTR3W3327CAMXPZVZK,Shaggy Loops Earring,,Black/Teal,,,,,,,,,visible,Physical good,,,,,,,,10.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
EG7CMSYEVBQMRYE6LXU3EQFD,Shaggy Loops Earring,,Red/Gold,,,,,,,,,visible,Physical good,,,,,,,,10.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
BXFHBWHODWWRI24Z2NOLE3WW,Shaggy Loops Earring,,Silver/Black/Red,,,,,,,,,visible,Physical good,,,,,,,,10.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
D3M25N3Q7FY5GRHPD6YI4352,Shaggy Loops Earring,,Custom,,,,,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
3EM7FLV7FHGU6TMRGPZQ7PNH,Shaggy With Beads,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,30.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
ZSALCAIJZN4FCJX2MA3W7DLE,Shaggy With Beads Earrings,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
W2MNWYND6PA2NQFFEIYMSEQR,Short Sweet Pea Earring,,Black & Red,,"The Sweet Pea chainmail weave is named for its distinct, pea-like shape. This design is has a unique delicate, flowing chainmail pattern adding a touch of elegance to your everyday look.

Details
• Hypoallergenic, anodized and bright aluminum
• Will not tarnish
• Perfect for 24/7 wear
• Super lightweight yet sturdy
• Variety of sizes to fit everyone.

* For best fitting results, please measure your wrist or ankle and add 1/2"".

WHY ALUMINUM?
Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.

CARING FOR YOUR ITEM:
The easiest way to clean your chainmail item is to soak it in warm water and blue Dawn dish soap. Let it sit for a few minutes, swish it around a little and clean it with a toothbrush or soft cloth if extra detailing is needed. Pat dry with a soft cloth and should be just like new!",,,,,,,visible,Physical good,,,,Y,N,Y,Y,20.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
HKQNQAEGSIDOTP7SVNZMMHDL,Short Sweet Pea Earring,,Orange & Blue,,,,,,,,,visible,Physical good,,,,,,,,20.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
U7W5RMLDIKK4COSYKFQIFR6U,Silk Lattice Vase,,Gold,,,Prints,Prints,,,,,visible,Physical good,,,,Y,,,Y,42.00,,N,,N,,N,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
YMK2LY537VGPV7ET4ZFBBLLD,Silk Lattice Vase,,Copper,,,Prints,Prints,,,,,visible,Physical good,,,,,,,,45.00,,N,,,,N,,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
GGHE5ABHE7VRZ44RYPVVRZZX,Silver Snowflake Earring,,Silver/Light Blue,,"<p>Add a touch of elegance to your look with our stunning Silver Snowflake Earring. The sparkling snowflake design makes it a versatile accessory that will effortlessly elevate any outfit. Don&#39;t miss out on this exquisite piece - get your Silver Snowflake Earring today!</p><p><br/></p><p><strong>Details</strong></p><p>• Hypoallergenic, anodized and bright aluminum</p><p>• Will not tarnish</p><p>• Perfect for 24/7 wear</p><p>• Super lightweight yet sturdy</p><p>• Variety of sizes to fit everyone.</p><p><br/></p><p>* For best fitting results, please measure your wrist or ankle and add 1/2&#34;.</p><p><br/></p><p>WHY ALUMINUM?</p><p>Aluminum is an affordable, lightweight, colorful material that will not tarnish. Aluminum does not contain nickel, which makes it an ideal choice for most people with metal allergies.</p><p><br/></p><p>CARING FOR YOUR ITEM:</p><p>The easiest way to clean your chainmail item is to soak it in warm water and blue Dawn dish soap. Let it sit for a few minutes, swish it around a little and clean it with a toothbrush or soft cloth if extra detailing is needed. Pat dry with a soft cloth and should be just like new!</p>",,,,,,,visible,Physical good,,,,Y,N,Y,Y,35.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
IIWLU2ULFYNDG3SSXWARIXKD,Silver Snowflake Earring,,Custom,,,,,,,,,visible,Physical good,,,,,,,,35.00,,N,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,Y
2VQBKAOPNUDSMSYYQ23JS23O,Silver feather earrings,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
RJXCRICRF5HW4X5R7U4I3D76,Spooky Cuties,,Regular,,"Spooky Cuties feature adorable designs with unique characters that blend a spooky aesthetic with floral elements. Perfect as collectible items, they add charm and personality to any collection.",,,,,,,visible,Physical good,,,,Y,N,Y,Y,25.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
HYCNRC4WFDQB3ZDDT4DJ34PW,Stainless Steel Rings,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,5.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
M5VMAGE4L2URBSWTBFTCUZ4A,Stone Ball,,Medium,,,,,,,,,hidden,Physical good,,,,Y,,,Y,20.00,,Y,,N,,N,Y,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
R4YEYUI2GU45ZXJAV5TZ4YOZ,Stone Ball,,Small,,,,,,,,,hidden,Physical good,,,,,,,,15.00,,Y,,,,N,,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7E4RHJBXY2QG7SH5ZCJQBIPX,Stone Ball,,Large,,,,,,,,,hidden,Physical good,,,,,,,,30.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
UKKYMLVOS3635GGZW2YHKD5U,Stone Ball,,Extra Large,,,,,,,,,hidden,Physical good,,,,,,,,40.00,,Y,,,,N,,,,N,,,,,,Y,0,,,,,N,N,N,N,N,N
PI6XQ3NA5R2BFHH2ZM5RAVA7,Stone earrings,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,15.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
7ELIOVIKOQEZJO2XUN3RCBRK,Wall Clock,,,,,,,,,,,visible,Physical good,,,,Y,,,Y,22.50,,N,,N,,N,N,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
SP23C4Q76MCWU5K6437ZDXEF,Watermelon Earrings,,Regular,,,,,,,,,visible,Physical good,,,,Y,N,N,Y,10.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
XX6HSYBIL4TDKEW26P7ZPTTH,bat necklace,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,10.00,,N,,N,,N,Y,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
OHNABA3ILEW6MOWDOLOPFLHE,egg,,Regular,,,,,,,,,visible,Physical good,,,,Y,,,Y,8.00,,N,,N,,N,Y,,,Y,,,,,,N,,,,,,N,N,N,N,N,N
TS6TSCEPIRZ7QLOWAKX3F5TB,watermelon bracelet,,Regular,,,,,,,,,visible,Physical good,,,,Y,N,N,Y,5.00,,N,,N,,N,N,,,N,,,,,,Y,,,,,,N,N,N,N,N,N
