Token,Item Name,Customer-facing Name,Variation Name,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Preselect First Variation,Option Name 1,Option Value 1,Enabled CornerCAD,Current Quantity CornerCAD,New Quantity CornerCAD,Stock Alert Enabled CornerCAD,Stock Alert Count CornerCAD,Price CornerCAD,"Enabled Unique Creations by Lisa C, LLC","Current Quantity Unique Creations by Lisa C, LLC","New Quantity Unique Creations by Lisa C, LLC","Stock Alert Enabled Unique Creations by Lisa C, LLC","Stock Alert Count Unique Creations by Lisa C, LLC","Price Unique Creations by Lisa C, LLC",Modifier Set - Customize your fidget,Modifier Set - Flag Earrings,Modifier Set - Fruit Earrings,Modifier Set - Mobius Fidgets,Modifier Set - Scale Mail,Modifier Set - Select your custom colors
,Strata Vase,,Regular,CAD-VAS-0039,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,45.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Stratum Planter,,Regular,CAD-PLA-0056,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Stryde Planter,,Regular,CAD-PLA-0057,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Surge Planter,,Regular,CAD-PLA-0058,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Taveiro Planter,,Regular,CAD-PLA-0059,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Tejo Pendant Lamp,,Regular,CAD-LMP-0008,,Lamps,Lamps,,,,,visible,Physical good,,,,Y,,Y,Y,60.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Tempest Container,,Regular,CAD-BOX-0014,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Terra Planter,,Regular,CAD-PLA-0060,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Tetra Boxes,,Regular,CAD-BOX-0015,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,The Cube,,Regular,CAD-ORG-0015,,Office,Office,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Tissue Box,,Regular,CAD-BOX-0016,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Tree Top Xmas 2025,,Regular,CAD-DEC-0008,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Troia Planter,,Regular,CAD-PLA-0061,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Tundra Planter,,Regular,CAD-PLA-0062,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Ultravox Container,,Regular,CAD-BOX-0017,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Umber Lamp,,Regular,CAD-LMP-0009,,Lamps,Lamps,,,,,visible,Physical good,,,,Y,,Y,Y,60.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Valentine Couples Box,,Regular,CAD-BOX-0018,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Vector Planter,,Regular,CAD-PLA-0063,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Velar Planter,,Regular,CAD-PLA-0064,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Vellis Vase,,Regular,CAD-VAS-0040,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,45.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Vert Stand,,Regular,CAD-ORG-0016,,Office,Office,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Vexel Clock,,Regular,CAD-CLK-0005,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Vireo Pill Cases,,Regular,CAD-BOX-0019,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Viseu Planter,,Regular,CAD-PLA-0065,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Vortex Planter,,Regular,CAD-PLA-0066,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Xmas Bowl,,Regular,CAD-BWL-0007,,Home Decor,Home Decor,,,,,visible,Physical good,,,,Y,,Y,Y,30.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Zenith Planter,,Regular,CAD-PLA-0067,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Zephyr Planter,,Regular,CAD-PLA-0068,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
,Zyra Planter,,Regular,CAD-PLA-0069,,Vases & Planters,Vases & Planters,,,,,visible,Physical good,,,,Y,,Y,Y,35.00,,N,Y,,,,,,,Y,,,,,,N,,,,,,,,,,,
